person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_grade_encoded,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_int_rate_was_missing,person_emp_length_was_missing,loan_status
0.14285714285714285,-0.610452005098539,0.0,-0.3037542662116041,0.8394004282655246,0.28571428571428575,0,1.2,4,0,0,1,0,0,0,0,0,0,0,1
0.2857142857142857,0.04167075203451319,-0.6,-0.6416382252559727,-0.04079713804207126,-0.6428571428571428,0,0.8,2,0,0,1,0,0,0,1,0,1,0,0
-0.2857142857142857,-0.6593783704284734,-0.8,0.5460750853242321,0.8693790149892935,1.857142857142857,1,-0.4,4,0,0,1,0,0,1,0,0,0,0,1
0.0,0.9094028826355525,0.6,2.3208191126279862,1.0728051391862954,0.8571428571428572,1,-0.4,4,0,0,0,0,0,0,0,0,0,0,1
0.7142857142857143,2.3065986861457004,-0.6,0.9556313993174061,0.12006972224904784,-0.35714285714285704,0,1.2,2,0,0,1,0,1,0,0,0,1,0,0
1.8571428571428572,0.5907441906069223,2.8,-0.32764505119453924,0.5224839400428265,-0.5714285714285713,0,1.8,3,0,0,0,0,0,0,1,0,0,0,0
0.0,0.6495734875968232,1.2,-0.7508532423208191,0.6274089935760171,-0.857142857142857,0,-0.2,3,0,0,1,0,0,0,0,1,0,0,0
2.0,-0.43876850671634476,2.4,0.40955631399317405,-0.1327623126338332,0.9999999999999998,0,1.4,2,0,0,1,0,0,0,0,1,0,0,0
-0.7142857142857143,-0.7329149916658496,-0.4,-0.034129692832764506,1.222698072805139,1.0714285714285714,1,-0.4,5,0,0,1,0,0,1,0,0,0,0,1
-0.2857142857142857,1.0319639180311795,0.2,0.27303754266211605,0.1541755888650965,-0.35714285714285704,0,-0.2,2,0,0,0,0,1,0,0,0,0,0,0
-0.2857142857142857,-0.3162074713207177,0.0,0.27303754266211605,-0.2912205567451819,0.5714285714285715,0,-0.2,2,0,0,1,0,0,1,0,0,0,0,0
1.7142857142857142,-0.3271889400921659,-0.2,0.05460750853242321,0.5353319057815846,0.3571428571428572,0,2.0,3,0,0,1,0,0,0,1,0,0,0,0
1.0,1.0809883321894302,-0.2,0.9556313993174061,-0.21199143468950754,0.0,0,0.6,2,0,0,0,0,0,0,1,0,0,0,0
0.14285714285714285,2.0055887832140407,0.4,0.6825938566552902,-0.8244111349036404,-0.4285714285714285,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.8358662613981763,-0.6,-0.06825938566552901,-0.7451820128479658,-0.4999999999999999,0,0.4,1,0,1,0,0,0,0,0,1,0,0,0
0.42857142857142855,-0.634866163349348,0.0,-0.13651877133105803,0.25481798715203413,0.5714285714285715,0,1.0,2,0,0,1,0,0,0,0,1,0,0,0
-0.42857142857142855,-0.8064516129032258,-0.4,0.11945392491467577,-0.4475374732334047,1.7142857142857142,0,-0.4,1,0,0,1,1,0,0,0,0,0,0,1
-0.2857142857142857,-0.046573193450338266,-0.6,-0.8873720136518771,-1.1927194860813706,-0.857142857142857,0,-0.2,1,0,0,0,0,0,0,0,0,0,0,1
0.2857142857142857,1.4486714383763113,-0.2,1.4334470989761092,0.17633542034616997,0.07142857142857148,0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-0.42857142857142855,0.6642808118442984,0.6,2.2081911262798637,0.025695931477515893,0.9999999999999998,0,-0.4,2,0,0,0,1,0,0,0,0,0,0,1
1.2857142857142858,4.145014217080106,2.6,-0.40955631399317405,-0.7494646680942184,-0.9285714285714285,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.27198744974997546,1.2,2.3208191126279862,0.9036402569593149,1.5714285714285714,1,-0.4,4,0,0,1,0,0,0,1,0,0,0,1
0.14285714285714285,-0.8701833513089519,-0.2,-0.3412969283276451,-0.8736616702355461,0.8571428571428572,0,0.6,1,0,0,1,0,0,1,0,0,0,0,0
-0.14285714285714285,0.44367094813216984,-0.6,1.0921501706484642,-0.5353319057815846,0.5,0,-0.2,1,0,1,0,0,0,0,0,1,0,0,0
0.8571428571428571,2.6497695852534564,2.2,-0.764505119453925,0.734475374732334,-0.9999999999999998,0,1.2,4,0,0,0,0,0,0,0,0,0,0,1
0.14285714285714285,-0.046573193450338266,-0.2,-0.5460750853242321,-0.05353319057815846,-0.5714285714285713,0,0.2,2,0,0,1,1,0,0,0,0,0,0,0
0.0,5.076478086086872,-0.8,0.27303754266211605,-0.05244184169645491,-0.7857142857142856,0,0.0,2,0,0,0,1,0,0,0,0,1,0,1
0.8571428571428571,0.10050004902441416,-0.8,0.27303754266211605,0.3062098501070663,0.14285714285714296,0,1.0,2,0,0,1,0,0,0,1,0,0,0,0
-0.5714285714285714,-0.634866163349348,-0.4,-0.27303754266211605,0.3062098501070663,0.3571428571428572,0,0.0,2,0,0,1,0,0,0,1,0,0,0,0
1.1428571428571428,0.639768604765173,-0.2,-0.27303754266211605,-0.4475374732334047,-0.5714285714285713,0,0.2,1,0,0,1,0,0,1,0,0,0,0,0
-0.2857142857142857,-0.512305127953721,0.0,-0.8395904436860068,-0.828693790149893,-0.7142857142857142,0,-0.4,1,0,0,1,1,0,0,0,0,0,0,0
3.0,0.5908422394352387,0.2,-0.13651877133105803,-0.018279466606941058,-0.4285714285714285,0,2.2,2,0,0,0,1,0,0,0,0,1,0,0
-0.2857142857142857,-0.4877929208745955,0.2,0.0,-0.07280513918629547,0.5,0,-0.4,2,0,1,0,0,0,0,1,0,0,0,0
-0.42857142857142855,-0.6054515148543975,-0.8,-0.6552901023890785,0.5353319057815846,-0.35714285714285704,1,-0.4,3,0,0,1,0,0,0,1,0,0,0,0
-0.5714285714285714,1.0809883321894302,-0.2,0.27303754266211605,-0.07280513918629547,-0.35714285714285704,0,-0.4,2,0,0,1,0,0,0,0,1,0,0,0
2.142857142857143,0.2230610844200412,0.4,1.6382252559726962,0.2612419700214134,1.1428571428571428,0,1.8,2,0,0,0,0,1,0,0,0,0,0,0
0.5714285714285714,0.394646533973919,0.2,2.3208191126279862,1.1413276231263383,1.4285714285714284,1,0.2,4,0,0,1,0,0,0,0,1,0,0,1
-0.14285714285714285,0.7623296401608001,0.0,0.6825938566552902,0.057815845824411044,0.0,0,-0.2,2,0,0,0,0,0,1,0,0,0,0,0
-0.2857142857142857,-0.1446220217668399,-0.6,-0.40955631399317405,0.9914346895074945,-0.35714285714285704,0,0.0,4,0,0,1,0,1,0,0,0,0,0,1
